par1,par2,obj,con1,con2,con3
0.5982633465901017,1.0,-1.6333977010773202,0.7947900397703052,0.005982633465901018,0.6965266931802034
0.026274340227246284,2.0,1.8693186398181456,-1.9211769793182611,0.0005254868045449257,-0.9474513195455074
0.28432602528482676,0.0,-1.3407888377698658,0.8529780758544803,0.0,0.5686520505696535
0.8411819953471422,3.0,-0.4983228274395115,-0.47645401395857334,0.025235459860414266,0.18236399069428444
0.9346979623660445,0.0,-3.799829530978987,2.8040938870981336,0.0,1.869395924732089
0.44077293202281,3.0,0.9904161174899349,-1.67768120393157,0.0132231879606843,-0.61845413595438
0.24472068902105093,1.0,-0.1637152294703168,-0.2658379329368472,0.0024472068902105094,-0.01055862195789814
0.6297627054154873,2.0,-0.7522124619452026,-0.11071188375353813,0.012595254108309747,0.2595254108309746
0.7347237905487418,0.0,-3.1337999043453975,2.2041713716462255,0.0,1.4694475810974836
0.13880876079201698,3.0,2.3252240681125302,-2.583573717623949,0.00416426282376051,-1.222382478415966
0.4295734157785773,1.0,-0.9633337593492122,0.288720247335732,0.004295734157785773,0.35914683155715466
0.9468788392841816,2.0,-1.837814660136749,0.8406365178525448,0.018937576785683634,0.8937576785683632
0.7909135380759835,1.0,-2.3290234656680475,1.3727406142279506,0.007909135380759835,1.081827076151967
0.3355624917894602,2.0,0.4347897269486507,-0.9933125246316195,0.006711249835789204,-0.32887501642107964
0.10777384135872126,0.0,-0.5272540059123915,0.32332152407616377,0.0,0.2155476827174425
0.515765318647027,3.0,0.6871872706839341,-1.452704044058919,0.01547295955941081,-0.46846936270594597
0.540120342746377,0.0,-2.408871729083421,1.620361028239131,0.0,1.080240685492754
0.0853796312585473,3.0,2.580391525141109,-2.743861106224358,0.0025613889377564193,-1.3292407374829054
0.3580788318067789,1.0,-0.6621737092457871,0.07423649542033672,0.0035807883180677892,0.21615766361355782
0.7664365032687783,2.0,-1.2447576028010197,0.299309509806335,0.015328730065375567,0.5328730065375566
0.9850277490913868,1.0,-2.95485907897689,1.9550832472741604,0.009850277490913868,1.4700554981827736
0.3894789507612586,2.0,0.20429909927979795,-0.8315631477162242,0.007789579015225172,-0.2210420984774828
0.17878109589219093,0.0,-0.8619427992125419,0.5363432876765728,0.0,0.35756219178438187
0.6966968914493918,3.0,0.0019021013082864968,-0.9099093256518245,0.020900906743481756,-0.10660621710121632
0.6853676699101925,1.0,-1.9571095065928361,1.0561030097305775,0.006853676699101925,0.870735339820385
0.1910764193162322,2.0,1.0811281014375516,-1.4267707420513034,0.003821528386324644,-0.6178471613675356
0.49453921243548393,0.0,-2.228127029541111,1.4836176373064518,0.0,0.9890784248709679
0.8789708679541945,3.0,-0.6222645530588227,-0.36308739613741636,0.02636912603862584,0.2579417359083891
0.8480809647589922,0.0,-3.521163501008418,2.5442428942769766,0.0,1.6961619295179844
0.2754816198721528,3.0,1.6984820235266214,-2.1735551403835416,0.008264448596164584,-0.9490367602556944
0.03499673493206501,1.0,0.8262410967955802,-0.895009795203805,0.0003499673493206501,-0.43000653013587
0.5914865070953965,2.0,-0.6075762474010702,-0.22554047871381044,0.01182973014190793,0.18297301419079304
0.5708883767947555,0.0,-2.5285283452144265,1.7126651303842664,0.0,1.141776753589511
0.053644102066755295,3.0,2.734657179352772,-2.839067693799734,0.0016093230620026588,-1.3927117958664894
0.2648298656567931,1.0,-0.25401447054017057,-0.20551040302962065,0.0026482986565679314,0.029659731313586235
0.8606834970414639,2.0,-1.5626414031277958,0.5820504911243916,0.017213669940829276,0.7213669940829277
0.8917566174641252,1.0,-2.6635532225295675,1.6752698523923755,0.008917566174641251,1.2835132349282503
0.4837042260915041,2.0,-0.1845513521187394,-0.5488873217254877,0.009674084521830082,-0.032591547816991806
0.20954079274088144,0.0,-1.0037966198819301,0.6286223782226443,0.0,0.4190815854817629
0.6649525184184313,3.0,0.11739925965885778,-1.0051424447447062,0.01994857555255294,-0.17009496316313744
